longitude,latitude
,
-73.9802378,40.7456816
-73.9843832,40.7402176
-73.9829426,40.7675105
-73.969024,40.7977678
-73.99827448979592,40.73786804081632
-73.98095084746828,40.7442705
-73.9731135,40.793352
-73.98270633333334,40.76380266666666
-73.9914413,40.7496545
-73.9673247,40.7584759
-73.95641626315789,40.76807478947368
-73.9556375,40.7686775
-73.99216900793594,40.727196649999996
-73.994143,40.745547
-74.0035915,40.7133457
,
-73.9803747,40.7422939
-73.3342736,40.8761325
-73.9792984,40.7530304
-73.99612172222223,40.75890511111111
,
-73.9916316,40.7086772
-73.9937966,40.7473114
-73.9915577,40.7530724
-73.982194500076,40.7563313
-73.9712480857143,40.761724771428575
-73.9583183,40.7689035
-74.0056309,40.7066256
-74.003297,40.7138205
-73.9968491,40.7593452
-73.9881678,40.7282251
-73.9772563,40.6684012
-73.9517171,40.7703352
-74.0060152,40.7127281
-73.66647313019999,40.676625200000004
-73.97780724199592,40.77422235
,
,
-73.977192,40.7387358
-73.96620085141325,40.76689365
,
-73.9655035,40.76573325
-73.99690794438652,40.7529684
-73.9777268,40.7743383
-73.977554,40.754498874999996
-73.9687079,40.7864611
-73.9350707,40.8010992
,
-73.98252421318188,40.76287095
-73.99483891666667,40.71865733333333
,
-73.951816492206,40.7138717
-73.97671925,40.75181525
-74.0018679,40.7261677
-73.9856837,40.7580252
-74.00240413113207,40.73920095
-74.0076808,40.7251271
-74.00096669089544,40.761452750000004
-73.9485489,40.7739755
-74.0027661,40.7233433
-73.9972712,40.7180066
-73.95891729545454,40.7718885
-73.8629643,40.7675757
-73.9912179,40.7496658
-73.98909810336907,40.76883025
-73.9428838846479,40.78955775
-74.01101344444444,40.70351166666667
-74.0060152,40.7127281
-73.9691242,41.8545129
-73.9503923,40.7711369
-73.96302621428572,40.75799814285715
-73.9868596,40.7681168
-73.9968491,40.7593452
-72.0180395,41.2635033
-73.9718188,40.755449
-73.9904648,40.7329392
-73.9912522,40.7395496
,
-73.9621613,40.7760208
,
-73.9922481,40.7442252
-73.9671638,40.7527506
-73.9819521632653,40.75880867346939
-73.94726530302637,40.68795165
,
-73.9957408,40.763084
-73.974177,40.757168
,
-73.95605855555556,40.76755177777778
-73.97671282217306,40.761095749999996
-73.9660207,40.7628449
-73.97351235,40.755752349999995
-73.98865732653061,40.756662
-73.94585345784503,40.77392545
,
-73.9775923,40.7577093
,
-73.59693203012424,44.219583
-73.9616979,40.7713432
-73.98396979932272,40.74271975
-73.9777391,40.6806739
,
-73.99909830612245,40.745458000000006
-73.9514499,40.7666756
-73.9540041,40.7753412
-73.9980331,40.7510669
-73.952192,40.7687536
-73.9674691,40.7929761
-73.9796583,40.7464925
-74.0076808,40.7251271
-73.9898841,40.7381745
-73.97674837931034,40.7881774137931
-73.981337,40.752592
-73.983624,40.755516
,
-73.9881318,40.759508
-73.9681662,40.7680352
-73.95308758736442,40.6966319
-73.997022,40.7371092
-74.0012021,40.7319561
-73.9970974,40.7207342
-73.9866333,40.7666826
-73.9722249,40.7939585
-73.9846081,40.7429095
-73.9744717,40.7622903
-73.991726,40.7502973
-73.9935949,40.7421871
-73.9849374375,40.7485019375
-73.9692739,40.7690867
-73.9892448,40.7751094
-73.9798954,40.6774838
-73.9682316,40.7592078
-73.99639992010677,40.74989375
-73.9786802,40.7534472
-73.86843367857142,40.66568432142857
-74.0001443,40.7375845
-73.95528409213298,40.767237449999996
-73.99908622222223,40.744302
-74.00146381186414,40.74074225
,
-73.9940651,40.7705603
-73.9712968,40.7506237
-73.9573603,40.7741967
-73.945108,40.718874
-73.9727139,40.7555818
-74.00580736469804,40.70952725
-73.9803974,40.7441974
-73.9694818,40.8000726
-73.99873480000001,40.7349252
-73.99574646093481,40.7427118
-74.0161101,40.7148989
-73.9841094,40.6641096
-73.97597013442527,40.75597865
-73.9761741,40.7510278
-73.98683865789474,40.75092313157895
-73.967048,40.7529649
-73.97981623684211,40.75125736842105
-73.6740603,40.7086761
-73.98695425,40.72609655
-73.9953475,40.7492967
-73.98046752421538,40.76590935
-73.9285255,41.2750793
-73.95448786549309,40.766822149999996
-74.0069474,40.731177200000005
-74.0076639,40.7404403
-73.9808892,40.7553003
,
-73.9881286,40.7649135
-73.98435270226332,40.7601888
-73.9846121,40.7798683
-73.9719253,40.782269
-73.99024,40.746591
,
-73.9718188,40.755449
-73.3650625551147,40.8367384
,
-73.9709228,40.7798775
-73.9845226,40.7491942
,
-73.955182,40.780304
-73.9516712,40.7787298
-73.99034111111112,40.75630788888889
-73.9977077,40.7573118
-73.9494822,40.7763557
,
-73.994843,40.7499112
-73.99890394594594,40.72537608108108
-73.6363565,40.8698205
-73.8158311,40.7025375
-73.9799429,40.7349363
-74.0057037,40.7180377
-73.9617263,40.7675785
-73.9992046,40.6751577
-73.9525775,40.7197352
-73.979890365871,40.75373875
,
-73.98150212582922,40.76639185
,
-73.9993989,40.759595
-73.9868436,40.7616147
-73.96299019274056,40.774381
-73.42421012546114,40.83884275
-73.98154034044947,40.7691474
-73.97638123934092,40.77606435
-73.9847798,40.7243365
-73.97299483808271,40.760661
-73.98370518473995,40.7508626
-73.9811908,40.7471348
-74.004185,40.724056
-73.9806716,40.7748544
-73.98700701375037,40.75660395
,
-73.989726,40.7204926
,
-73.99121530810211,40.74575765
-73.9864184,40.7303223
-73.98165546938776,40.75949675510204
-73.960894,40.760926
-73.9706677,40.799009
-73.9496336,40.78045
-73.9752579,40.7870207
-73.97475653970864,40.75705405
-74.00659057142857,40.73772385714286
-73.9929921,40.7497169
-73.9878523,40.7378193
-73.9582755,40.7687653
,
-73.98683865789474,40.75092313157895
-73.999964,40.718165
,
-73.96260977130017,40.768311800000006
-73.98642699999999,40.762015000000005
-73.9798278,40.7604668
-74.0051485,40.7191895
-73.9812108,40.7803077
-73.95695491103503,40.7644418
-73.9917475,40.7440131
-73.98895209497483,40.737139850000005
,
-73.99048711111111,40.75610788888889
,
-74.0169675,40.70586
-73.9884046,40.7181635
-73.95904515641374,40.77569895
-73.9759114,40.7576763
-73.94766666666668,40.783285666666664
,
-73.9900137,40.7516081
-73.98228422222222,40.775337666666665
-73.9610551,40.769474
-73.9451012,40.774799
-73.9717882,40.7917981
-73.989456,40.7198498
-73.9784981,40.7564207
-73.9860127,40.7269746
-73.99469323321024,40.702730900000006
-74.0075595,40.7434562
-73.9957408,40.763084
-73.96995246938775,40.755388836734696
-73.997114,40.724044
-73.96300932653061,40.758021408163266
-73.9903134,40.7187636
-74.01522017346939,40.718098591836736
-73.9864184,40.7303223
-73.95582411111111,40.77933738888889
-73.9611788,40.7778736
,
-73.98531095419595,40.738377400000005
-73.9891931,40.7191185
-73.9858262,40.6780015
-73.9913261,40.7704103
,
-73.9574381,40.7658164
-73.9522586,40.810804
-73.95525832653061,40.76423524489796
-73.97995686116377,40.75925755
-73.9431766,40.7014924
-73.965845,40.7687784
-73.97704052941177,40.75528952941177
-73.9184117,40.6988752
-73.98441,40.779915
,
-73.9548876,40.7739338
-74.0035433,40.7435272
-73.9916791,40.7450163
-73.8970663,40.9002842
-73.9674691,40.7929761
-73.9940794,40.7353684
-73.9927315,40.768443
-73.9676351,40.7662933
-73.97810233925327,40.75504035
-73.9527583,40.8102261
-73.99219093803157,40.7448803
-73.9442656,40.8082635
-73.8158311,40.7025375
-74.0044083,40.7229172
-73.9832996,40.7736162
-73.9682316,40.7592078
-73.9664936,40.7670345
-73.97633717321104,40.7520431
-73.97449440058384,40.78775805
-73.9844276,40.7427458
-73.95443875000001,40.783792375000004
-73.9996118,40.7457871
-74.0026947,40.733818
-73.989985,40.7169046
-73.975982,40.735804
-73.98026532653061,40.76571232653061
-73.96237387755102,40.76478418367347
-73.8158311,40.7025375
-73.97950631767516,40.640080100000006
-73.9683064,40.800491
-74.00596,40.745231
-73.9741221,40.7940163
-73.9917475,40.7440131
-73.9739924,40.7575952
,
-73.70817403913935,42.71182705
-74.0080368,40.7150824
-73.9929921,40.7497169
-73.9718188,40.755449
-73.9616692,40.7563116
-73.9825633,40.7788189
-73.95435807770107,40.77333065
-74.0104296,40.7199519
-73.9756568,40.7609666
-73.9732839,40.7845111
,
-73.97638123934092,40.77606435
-73.99933070792731,40.72291055
,
-73.9897744516129,40.71990367741935
-73.9645099,40.7638439
,
-73.98266860124198,40.775066100000004
-73.952079,40.7837179
-73.9541801,40.7869635
-73.9580129,40.6753906
-73.9563888,40.771213
-73.9949738,40.7402954
-73.9913442,40.7648681
-74.00358193541075,40.74899255
-73.8158311,40.7025375
-73.95301911111112,40.78284133333333
-73.9757473,40.7538331
,
-73.95380977777778,40.784994555555556
-74.0167668594678,40.70992405
-73.97888935789416,40.7553605
-74.0023169,40.7297288
,
-73.9912847,40.759973
-73.8853623,40.9376091
,
-73.9904205,40.7458506
-73.9977723,40.7568755
-73.9821172,40.7727097
-73.9998903,40.7348164
-73.9847798,40.7243365
-73.9828901,40.744644
-73.9576575,40.7735424
,
-73.9623242,40.7554107
-73.96990524489796,40.75454716326531
-73.96789369999999,40.7688568
-73.9858082,40.7473818
-73.9821172,40.7727097
-74.0088812,40.7134762
-73.98921084892254,40.75925315
-73.9980331,40.7510669
-73.9691396,40.7669417
-73.9948467,40.7550924
-73.9995521,40.7232235
,
-73.9847798,40.7243365
-73.98252421318188,40.76287095
-73.7012154,40.8293493
-73.61180343427526,40.748645249999996
,
-73.9800311,40.7862816
-73.9921635,40.737658
-73.97527649029695,40.75915085
-73.98582918367346,40.75961618367347
,
-73.99096532286373,40.76633595
-73.9669376,40.7960332
-74.01032673913043,40.719902804347825
-73.9910925,40.7315866
-73.9909004,40.7308429
-73.9894496,40.7536838
-74.006119,40.7446653
-73.9440203,40.7116307
-73.98804964454834,40.7617003
-73.97992485714286,40.66506275510204
-73.9984624,40.7260527
-73.98928999240688,40.74915515
-73.9923263,40.7214573
-73.9740418,40.7964916
-73.9591451,40.7680925
-73.97731106976744,40.68368323255814
-73.9821418,40.7778554
,
-73.93680754092568,40.68949705
-74.0059903,40.7499809
-73.97638123934092,40.77606435
-73.96778375013017,40.7531948
-73.978814,40.756485250000004
-73.953814,40.7667695
